station,lat,lon,dist_m,path_length_diff_m,sta_lta_amp
4096,46.2369,-122.210999,27075.22642018812,17.74854966037674,4.967246806123246
4097,46.234901,-122.212303,27297.01298794817,17.076793952674052,3.524450250157902
4098,46.2327,-122.213303,27516.441627118365,16.630632232059725,4.071966170028537
4100,46.230999,-122.218903,27965.773533439955,15.7035643717536,2.0549012402781446
4101,46.231602,-122.222198,28113.896053841487,16.888932264395407,3.325208466063075
4102,46.229599,-122.223297,28323.601788919033,17.372989102306747,2.5592130676279967
4103,46.228001,-122.224197,28492.579292371618,16.460626831318223,2.5223279353753947
4104,46.2258,-122.223999,28642.619906904743,16.093749676227162,2.4466042002059005
4105,46.223598,-122.223396,28770.786554813003,21.9783381179368,2.7030589524056325
4106,46.223701,-122.227097,28976.232862471694,15.0248510982492,2.3537582195207705
4107,46.222698,-122.230499,29246.757755425537,15.01878719250817,1.7606326660959548
4108,46.2216,-122.232697,29454.69403862168,15.660496590058756,2.827753320140578
4109,46.219799,-122.234901,29714.616070418015,14.904489728662156,2.680108558069158
4110,46.217999,-122.235802,29899.265838905623,16.24920500886583,2.5711808765666913
4111,46.215698,-122.236702,30121.36679293673,21.508869171455444,2.9618652520091056
4112,46.214802,-122.2407,30417.82428937866,16.7864421500999,2.44879034794247
4115,46.210201,-122.252197,31421.34825179696,44.354439340891986,2.748701991412768
4116,46.209202,-122.252098,31488.968558176355,35.482068801935384,1.695357099347927
4117,46.207802,-122.249001,31413.924744399697,19.924690845695295,2.132403161028802
4118,46.206799,-122.2463,31334.113664042885,16.920820102674043,2.23843300656269
4119,46.206799,-122.243301,31163.396364905013,16.183990373756387,1.8844673539074845
4120,46.205799,-122.241302,31125.675081986603,15.368550513929222,7.136540228026023
4121,46.2062,-122.239601,30999.274622351862,15.718512333842227,2.6634435598708968
4122,46.205399,-122.237198,30925.153595104763,14.515907138204057,2.1424867286292018
4123,46.205002,-122.235001,30832.66654036717,13.739734888888052,3.085128726187702
4124,46.2043,-122.233398,30797.42799961219,14.393218475328467,2.052825230428774
4125,46.2029,-122.2342,30950.07107134896,16.242966868932854,2.373231031155564
4126,46.201099,-122.235001,31133.907659629665,21.729551845892274,2.240807524411439
4127,46.1992,-122.234299,31243.00660209538,37.548261979416566,1.9732683772466904
4128,46.197498,-122.237,31524.286917097677,27.606656051877508,3.0241753635807003
4129,46.1959,-122.237,31649.240442413407,29.82797372724599,4.290047029727127
4130,46.194302,-122.237602,31807.544146695385,34.14709860979201,2.084370281359402
4131,46.192101,-122.236702,31932.140449230523,46.80969246899622,1.8465590124093247
4132,46.190201,-122.234299,31953.4245274548,85.23005011176792,2.241251542400054
4133,46.1903,-122.230698,31752.600074180464,107.73546863780575,2.0971004830130218
4134,46.187801,-122.230003,31916.91162561028,113.17205934086087,2.851043946491547
4135,46.186199,-122.227303,31904.458529036605,138.63798881808907,2.109846636364045
4136,46.184799,-122.223701,31830.84148074962,185.32356688427535,4.461457313542402
4137,46.182499,-122.223198,31994.389850016447,199.7132558705307,2.3919853643392512
4138,46.180302,-122.222702,32150.98107279951,216.1743874916683,2.5075905995753933
4139,46.178398,-122.220901,32217.8021498802,236.2220361175241,3.963837775381963
4140,46.176102,-122.219101,32319.53723250639,239.28641623310614,2.1418226936084244
4141,46.175499,-122.217499,32289.991286815,248.77284455058543,2.428911043110992
4150,46.165401,-122.197601,32202.870170484068,107.65679596189511,2.276929343761524
4151,46.1633,-122.196098,32320.003854629736,83.17820994797512,2.048851531583382
4152,46.163399,-122.192902,32164.31060516568,71.81868030145415,2.235130511654363
4154,46.162102,-122.191399,32212.157042286362,67.71140268160161,1.9190213108006078
4155,46.159801,-122.192299,32460.04184304634,61.94560976199864,2.180178126922985
4156,46.157398,-122.192902,32704.03348483407,52.29719167158328,1.821383873081312
4157,46.156399,-122.189598,32646.676859451873,40.434890140782954,2.2461528493608536
4158,46.155399,-122.1866,32605.132774553513,31.193824730071356,9.53993182178391
4159,46.153301,-122.185402,32744.746915714895,23.88537662037197,3.743474799413093
4160,46.151402,-122.184998,32901.69880091794,20.557482848067593,3.2036745598537593
4161,46.149799,-122.1856,33075.363692245206,18.987719094729982,4.060968999096221
4162,46.148399,-122.185501,33200.2260563665,17.511442504903243,3.0056998001723816
4163,46.1469,-122.184303,33287.5070001413,15.40395506774803,3.711731801827882
4169,46.142799,-122.186096,33744.24613713457,25.747240033000708,1.7320436321707333
4170,46.143799,-122.189499,33796.93823821405,34.66775110868912,2.1922534683911503
4171,46.145302,-122.191902,33762.251356273344,46.69609320141899,2.7603901273366422
4172,46.147301,-122.193001,33626.79429131966,61.65418308965309,4.736756687400216
4173,46.145302,-122.195396,33914.74620874467,52.37989186231425,4.422761816949326
4174,46.144299,-122.197601,34103.3166290882,52.30383018615248,2.029120399186488
4175,46.1436,-122.200897,34312.589361181796,56.82744773543527,3.764533442433395
4176,46.143398,-122.2043,34482.32330602616,66.17201736326388,3.6180227757629635
4177,46.1413,-122.206596,34775.16348167404,67.37647251893213,6.143505357896042
4178,46.1404,-122.209198,34973.20565330121,73.22219404382486,5.83922635453132
4179,46.1394,-122.2099,35095.20071483881,71.90501637584384,3.4270308704075223
4180,46.1385,-122.212502,35293.49956866388,77.3563588836405,3.4752010399076507
4181,46.1367,-122.213699,35510.02018720125,74.52887923215894,5.3412380467102585
4182,46.139999,-122.207001,34911.284581300686,66.34584852991975,3.921110110293185
4183,46.1399,-122.203903,34782.7440307417,58.722971491624776,2.1895118079132754
4184,46.139801,-122.200699,34650.72831599472,50.502747540100245,2.437660004073761
4185,46.1395,-122.198303,34573.6739825207,49.567926600451756,2.500348288072062
4186,46.139801,-122.1959,34441.70837561497,49.10481764845463,2.112530017898193
4187,46.139198,-122.195,34458.421951662094,43.65032425757818,2.615754666048029
4188,46.138,-122.194199,34534.65390306931,36.20749512259499,3.530523979421019
4189,46.137901,-122.1931,34496.78555246316,33.82609586881881,5.858252910809617
4190,46.137798,-122.191498,34438.05571740274,34.98593333417375,2.1282851646332217
4191,46.1376,-122.190201,34401.41714742817,37.70771374205651,3.1027163273612866
4192,46.1366,-122.189201,34452.285030818035,35.753021487995284,2.0928843250100337
4193,46.136398,-122.190903,34542.91565716748,36.77344132924918,8.87222017491197
4194,46.135899,-122.191299,34606.08499154544,37.18261637831165,4.5622704225227695
4195,46.135101,-122.191704,34697.461429553456,34.98849086405971,3.399537423506915
4200,46.1385,-122.195801,34557.34027665154,45.65383433536772,8.10515148104581
4201,46.1376,-122.195801,34640.405125364196,44.21201026193012,3.897708961576634
4202,46.136799,-122.195602,34705.86968463359,45.8910831585963,3.0315155634680906
4203,46.1357,-122.195801,34816.057356783545,43.5571199599799,2.4462274756434117
4204,46.1348,-122.1959,34903.62566559958,41.8581967613427,7.029144065287528
4205,46.1339,-122.192299,34834.39887565749,32.247916433734645,2.7275060386131225
4206,46.134602,-122.191902,34752.27560346068,33.83376026251062,2.726849632668704
4207,46.138802,-122.196899,34576.93388920696,48.80141266057035,7.3256582957632785
4208,46.133999,-122.196503,35003.581828484566,40.140400803233206,3.0441602932218688
4209,46.131599,-122.196999,35247.32150051407,33.35280917301134,2.1532947673253418
4210,46.129799,-122.196198,35380.81169486962,30.174620283854892,2.658906084304058
4211,46.129299,-122.193398,35309.899667210884,30.16429261513258,2.72814359697204
4212,46.1278,-122.1912,35358.94561168491,28.984286282400717,4.097865149680416
4214,46.129101,-122.183899,34937.023131475646,43.67881135677453,9.851892331535506
4215,46.130199,-122.181503,34735.98478499248,41.14976993754681,2.0903010164377664
4216,46.130299,-122.178398,34601.4813079758,26.685333628418448,3.186075153358506
4217,46.129101,-122.174103,34545.012997618265,20.311609685806616,3.2339199861943104
4218,46.131199,-122.169403,34159.75535041855,17.077733010468364,2.3187777082437973
4219,46.174599,-122.219597,32471.27759447081,242.40860541483198,5.353125080894323
4220,46.172901,-122.222198,32745.27993317809,234.49186976141937,1.9204413267111742
4221,46.171001,-122.223297,32960.940541755714,228.63332809429266,1.8083339737244062
4222,46.171501,-122.227303,33120.58139661167,220.58453161329817,3.5517395266806426
4223,46.168701,-122.227898,33386.21782379458,248.95291197679035,2.5308418491635782
4224,46.166698,-122.227997,33560.403908198,250.5929211867624,2.095521469251075
4225,46.165401,-122.230598,33800.45172103224,242.29147791617288,2.1830104383815296
4226,46.162601,-122.229698,33992.87096046099,255.02327563690778,1.7317861105031582
4227,46.161999,-122.227402,33930.35052883331,247.82327575323143,3.9700455241380044
4228,46.160702,-122.227402,34041.26419469357,248.045979045266,3.0245480346644715
4229,46.158298,-122.230301,34389.89010218551,243.4897110195452,2.079100673184548
4230,46.156502,-122.232201,34637.25594400271,245.00452634118847,4.593499261685467
4231,46.154999,-122.233002,34805.467377511166,246.0469829762078,8.758977892564296
4232,46.153099,-122.233498,34992.94563567217,238.49980955588399,4.1761961480683505
4233,46.152,-122.233902,35107.25236166331,233.05919578896282,4.048228227129543
4234,46.1507,-122.2341,35228.9237768267,229.28313557288493,2.0810641868865805
4235,46.150002,-122.235703,35367.280469801284,229.36055877212493,2.4795201486204954
4236,46.148499,-122.236198,35521.006460091005,222.991522694967,1.993815159548186
4237,46.146599,-122.236,35675.62430276422,208.32347831503284,2.5401340463837414
4238,46.1441,-122.235001,35844.35199679214,201.68648396428762,7.942522359434125
4239,46.150501,-122.236702,35373.19017898568,231.32525584936957,4.928786992555762
4240,46.1506,-122.239502,35502.24478825954,227.79236108901387,2.65946226101837
4241,46.152199,-122.241997,35489.23315811896,246.5234274676768,9.836420974493635
4242,46.154099,-122.242798,35367.84467399385,249.6404013309293,8.8761000183787
4243,46.1558,-122.244499,35309.49404674608,240.67954633587215,4.646388555023368
4244,46.158199,-122.2463,35199.16460980073,232.5331869495567,7.469417488104528
4245,46.1605,-122.248001,35094.07319424596,219.7511056828953,8.122497661065806
4246,46.161499,-122.248901,35057.39222672368,214.7471289148525,3.294993801274096
4247,46.163898,-122.250504,34942.146680302416,198.31043862232764,2.1280726352357817
4248,46.164902,-122.251503,34911.63610425325,188.25662781920255,3.2418834731686226
4249,46.165699,-122.252502,34898.54524959175,178.19654103648645,2.280106810130416
4250,46.1665,-122.2537,34895.96792852868,162.24544472521666,2.7708471136881525
4251,46.1674,-122.253899,34833.17357925547,152.40202405085438,2.359103882742212
4252,46.165699,-122.255402,35050.65811020897,156.0278821916727,2.1183707299523116
4253,46.167301,-122.254997,34899.08113082728,145.3584087475101,1.9813026630221662
4254,46.1675,-122.255898,34930.505854882904,139.77994338149438,9.970669465326583
4255,46.167599,-122.256798,34970.09290665412,135.60845855313528,2.72263591648568
4256,46.1679,-122.257599,34988.20495004602,131.41847443293955,2.203936131702784
4257,46.168098,-122.256104,34892.968960015336,136.16182904600282,8.753695432186714
4258,46.1684,-122.255302,34826.07783379521,137.96233802035567,8.580255003129446
4259,46.1689,-122.255501,34796.152019853704,134.5363183338486,2.101984672761237
4260,46.167099,-122.256203,34979.12971864086,140.29443384984916,2.6730685022006924
4261,46.1665,-122.256104,35022.50585483392,144.5292721046426,2.1172952202507425
4262,46.166,-122.256203,35068.33952860162,148.03512991414027,1.810649966581607
4263,46.165501,-122.2565,35124.54664182344,150.2708994701752,4.8500222325352444
4264,46.165901,-122.255302,35028.95610944,155.03621437628317,1.8691512939206056
4265,46.165298,-122.255898,35109.385780754856,156.16045248050796,1.981257628110241
4266,46.167599,-122.253304,34785.6673182909,155.10647092706495,1.94446979052063
4267,46.168098,-122.2528,34718.550182299055,154.36202390614199,2.3566956039140976
4268,46.1684,-122.252098,34657.0383527668,156.78866095403646,2.5451574883176784
4269,46.169399,-122.2547,34713.35967476419,135.2563619821376,2.5065377546130874
4270,46.1688,-122.251198,34577.145281240446,159.8874641442817,2.398407232180919
4271,46.168098,-122.258003,34993.66260999529,130.0708306716988,2.051678392242897
4272,46.164799,-122.257004,35208.17557005121,152.7099127424808,9.541400140043663
4273,46.168499,-122.259003,35014.518637538815,127.08231912599149,2.044830475307975
4274,46.142101,-122.120499,31316.85420980192,7.8863935916851915,2.403916461675892
4275,46.1446,-122.122803,31144.10760474142,9.167225673747453,2.5446111384281056
4276,46.145901,-122.127502,31175.902728817215,7.604649209144554,2.1873894697117446
4277,46.144901,-122.1315,31414.96441056769,7.835131721833022,2.242779236991736
4278,46.1441,-122.1353,31628.929300586526,9.468026755814208,2.85169749044448
4279,46.143299,-122.138802,31833.62257170733,10.373708498216729,2.702549902841704
4280,46.142101,-122.142601,32089.267318481445,14.511831607451313,2.4246145982719653
4281,46.139801,-122.1437,32354.69475981667,12.984358476132911,2.987903237395024
4282,46.144199,-122.145103,31976.579033314334,14.533758845573175,1.8465933969627824
4283,46.146301,-122.144302,31742.025885141808,10.67775188215819,2.3919678951742425
4284,46.1469,-122.146202,31754.966866756946,9.836881484516198,2.227876624046446
4285,46.148998,-122.146797,31574.058184294874,6.457513916910102,3.274708952943752
4286,46.149601,-122.149399,31615.118936190644,4.411170712053718,3.052179860439118
4287,46.149101,-122.151398,31740.274304296672,4.424736070730432,8.549452565180204
4288,46.148102,-122.153503,31917.852450559563,3.566537480284751,1.794230230536896
4289,46.147999,-122.1567,32052.45171215329,5.77046700234132,2.0678444179470445
4290,46.150101,-122.154404,31761.11985625581,4.617709775913681,3.563882368831701
4291,46.152199,-122.152,31465.991405277608,4.290580723733001,3.7316224416161017
4292,46.153801,-122.150597,31257.56128151994,4.481763925727137,2.360838424929435
4293,46.155899,-122.149002,30994.070410346678,5.0484124588474515,1.823601123117001
4294,46.157398,-122.146202,30741.087578421193,4.3300711086449155,5.113185452638048
4295,46.157101,-122.1436,30669.083995182347,4.190378922365198,3.2608787263530554
4296,46.1562,-122.140701,30645.444161630792,6.759588127464667,2.8870844339841053
4297,46.151001,-122.145798,31342.250869647127,6.776983804622432,1.7831225273003273
4298,46.1516,-122.142303,31151.988002775244,11.549278758684522,2.310259511424006
4299,46.151299,-122.138702,31046.85318681689,10.065327357406204,3.2561179268711786
4300,46.150299,-122.137199,31089.091136917195,9.594201986197731,7.147747808945217
4301,46.149502,-122.135696,31112.193018779708,9.45687208160598,2.3819476663872736
4302,46.1492,-122.1343,31091.18702683407,8.686356668367807,1.9748839861757597
4303,46.149101,-122.133301,31064.87762945385,8.984171234013047,2.3237002363347283
4304,46.1488,-122.1325,31065.727772913368,8.958434870310157,2.5463746503842994
4305,46.148102,-122.131897,31112.941020452843,8.724991170463909,2.013334310976452
4306,46.1474,-122.131401,31164.539329827374,8.43180204262535,2.0700687015404537
4307,46.146801,-122.130898,31205.867727627352,7.59559602923764,2.7682593863175056
4308,46.149502,-122.133102,31018.276448177636,8.89154530813903,2.2427266720121204
4309,46.150299,-122.133598,30957.85290276583,8.670115230390365,3.4362174664381815
4310,46.1511,-122.134598,30915.555224686912,9.275472594199528,1.9266598725310082
4311,46.151798,-122.135101,30865.53060191609,9.17943526795716,3.305233557837455
4312,46.1525,-122.1353,30804.118443044998,8.950785803815961,2.165011285851424
4313,46.138199,-122.1716,33578.24637952944,21.82942921040376,8.619444340157923
4314,46.1408,-122.170303,33279.15479979418,23.777361917535018,2.591606669846598
4315,46.1451,-122.167999,32778.52212470238,22.293108402664075,3.17471844064553
4316,46.148201,-122.169899,32562.92898998471,19.670780725136865,1.6497279441296118
4318,46.135799,-122.166397,33601.17799910027,22.18607752573007,8.042309594141269
4319,46.1535,-122.136101,30735.86673926742,9.050868225211161,2.3486622194880584
4320,46.155201,-122.138397,30655.535964097315,10.523627923037566,2.6663608528509393
4321,46.1371,-122.147697,32765.419452887512,15.20990030251778,1.818719649908303
4322,46.136101,-122.152702,33048.260453983035,25.29224568828795,4.897222755012729
4323,46.136299,-122.157204,33198.549099827615,18.707406907487893,1.906768250747617
4324,46.1367,-122.162102,33347.54328067608,22.49088389876124,2.7884040214285233
4325,46.136002,-122.165802,33558.445604052875,23.487877684252453,2.2905630476445675
4326,46.133598,-122.166298,33808.49888736011,19.30320028020651,2.699872259658197
4327,46.1366,-122.171204,33714.52636073083,22.020434487538296,6.9681142109443694
4328,46.1395,-122.171402,33446.7376192472,24.53619008737587,2.997185551133904
4329,46.1422,-122.170502,33154.41135083455,25.0895891225955,4.678496369553297
4330,46.144798,-122.171097,32932.837945596046,23.764078657099162,3.353611593537362
4331,46.146599,-122.169701,32705.881052842622,21.793092180469102,3.1954586242185785
4332,46.149101,-122.169296,32453.424192858583,18.957922821413376,2.047101572144548
4333,46.151199,-122.169098,32247.924105216305,20.432178605831723,2.606990787115829
4334,46.153301,-122.169296,32058.87869266538,21.93235761757387,1.7647025318587863
4335,46.155499,-122.170303,31895.35292333232,26.140996791822545,4.267858446608034
4336,46.1334,-122.251198,37554.836129987285,162.54759227344766,2.201925368748228
4337,46.1297,-122.251999,37914.65313909072,157.3094968254445,5.462452829180454
4338,46.134102,-122.256104,37733.25396525555,176.79413064881373,4.2097037629900305
4339,46.132999,-122.259697,38004.325316657756,167.79788060846477,4.2982268994425645
4340,46.129501,-122.259102,38275.93545810815,161.88154636276158,7.365661979728642
4341,46.128799,-122.262901,38522.12343251585,159.96477010961098,3.9843937096038253
4342,46.128899,-122.266899,38710.348244284025,155.4169966071713,2.9505982562823823
4343,46.127102,-122.2686,38947.99334849349,147.2242771685269,9.018969957010533
4344,46.126598,-122.271103,39114.83016112635,148.047326638065,2.7009940968379165
4345,46.1273,-122.265602,38783.39405932644,159.85899348274688,3.032858006814348
4346,46.125401,-122.264503,38892.88645220767,156.02069709710486,7.869397989065444
4347,46.127499,-122.249603,37991.99652345101,140.78394021081476,8.146201115112197
4348,46.125,-122.247902,38130.670434638465,122.7919496931936,2.3170666080897897
4349,46.123001,-122.245003,38171.04462831624,100.56548653911159,8.499623769191517
4350,46.124199,-122.241501,37901.62521125799,98.8661728680454,2.3842975150623125
4351,46.1222,-122.239502,37987.080904324495,86.74462459552888,5.2531671955477
4352,46.1199,-122.2379,38119.38146362759,72.47751404853625,1.7603444337928957
4353,46.119499,-122.233704,37964.83112662161,61.49282351689908,2.2543507082608136
4354,46.117699,-122.2332,38104.662752662975,54.668541358310904,9.015347491684084
4355,46.115501,-122.231003,38205.697469575716,48.16514963693771,2.2864937694924197
4356,46.1134,-122.228897,38303.91163884252,39.54450082054973,3.8180686604297236
4357,46.1119,-122.226303,38327.53391495988,35.52210302523599,2.5754431115436844
4358,46.110199,-122.2229,38336.5445559988,31.548564857606834,2.8502545256765464
4359,46.111198,-122.218399,38051.09210728224,29.93773207392951,3.5871706176135554
4360,46.108101,-122.219902,38402.347852938066,32.80745070131525,2.4355210128320586
4361,46.108002,-122.216003,38246.50028401734,30.50742993503809,2.867568503914721
4362,46.1078,-122.212303,38110.327970283884,31.378797877507168,2.374006297984311
4363,46.105701,-122.214897,38414.980490865455,32.51026925106271,2.7847280776258527
4364,46.1036,-122.216202,38666.03773300572,31.353032651961257,2.3197977367551585
4365,46.101101,-122.2146,38834.00011359939,27.927932762293494,3.1184472877511293
4366,46.098801,-122.211197,38911.400080552026,26.29146162262623,3.3454609340904264
4367,46.0961,-122.2089,39074.54609966365,26.20229536061379,2.8291838400982154
4369,46.091202,-122.211098,39628.33101372464,24.13729138596682,2.969819521802905
4372,46.1007,-122.208099,38605.99236747197,26.982591897212842,3.4392968583566086
4373,46.104198,-122.2062,38197.96826270902,26.46031022943498,5.6046005172181985
4374,46.1073,-122.204903,37852.06577333576,27.46260519144562,2.3866103602688997
4375,46.1096,-122.2052,37647.37128588394,27.73671472087881,7.252617542593102
4376,46.1115,-122.204399,37435.60430532913,28.436289411809412,5.382220014026791
4377,46.113201,-122.203102,37222.18360446065,28.91075535620621,4.518443510754918
4378,46.116402,-122.203903,36954.95273041749,30.715676475694636,6.6163864328024005
4379,46.118801,-122.205704,36806.18287450273,37.388650344728376,2.705739458273697
4380,46.122799,-122.2071,36493.72770868463,50.7530074373426,2.4551970366095413
4381,46.124901,-122.187599,35484.48315355128,34.222655938443495,4.972554524408165
4382,46.122501,-122.189697,35796.66103777866,31.674175839463715,2.800868907636178
4383,46.120499,-122.191803,36071.535400566536,30.89525552403211,2.567461418021941
4384,46.118999,-122.194603,36327.304744398854,32.92652097527025,6.8202108297431145
4386,46.119099,-122.201103,36585.801137031594,35.705658990824304,2.6816572636485954
4387,46.120998,-122.205101,36576.10097368392,53.36872002387099,2.326617189456434
4388,46.119999,-122.209503,36855.77308524622,38.99755602655932,2.443229825495311
4389,46.1208,-122.213402,36949.01226101678,43.36146544684743,2.8105344956680796
4390,46.124802,-122.213402,36580.85101441933,46.716641641934984,3.539502331333604
4391,46.1278,-122.211899,36240.282541097076,48.559291822326486,2.73897958778945
4392,46.131001,-122.210197,35872.65147626978,50.57960347546032,2.632378921952199
4393,46.133099,-122.213203,35814.261426096426,62.54178819729714,3.6408598711507683
4394,46.1367,-122.217598,35686.124840451084,89.09475812227174,2.0373858058107435
4395,46.1395,-122.221603,35618.58315988301,119.89340873113542,2.1199104549018415
4396,46.1418,-122.2248,35562.696255699804,142.68238159413886,3.1788825484501926
4397,46.143501,-122.2295,35634.06631539656,175.9130857676646,1.7677420674892366
4399,46.148998,-122.230698,35211.362821563125,215.3534668005741,2.1246722953390274
4400,46.143799,-122.239197,36072.94948626618,206.26209683535853,9.640991898190615
4401,46.142799,-122.2435,36368.4882319414,215.41751704776834,2.79289227826131
4402,46.1423,-122.247002,36582.67356559496,215.37624245600455,1.884703033439033
4403,46.141399,-122.250702,36841.84527244459,208.1115847722831,2.900870392052606
