station,lat,lon,dist_m,path_length_diff_m,direct_path_length,diffracted_path_length,sta_lta_amp,peak_freq,pre_shot_rms,arr_time
4001,46.166599,-122.189499,10444.064596705168,21.802835294845863,10474.586543066218,10496.389378361064,2.1454748042501275,10.55908203125,1.9872422478218333e-07,30.928
4003,46.1665,-122.183998,10262.782459978016,25.581572525226875,10290.025227039143,10315.60679956437,4.3413062192075795,9.185791015625,1.5240571830826515e-07,30.664
4004,46.1646,-122.182297,10017.333631973896,27.513745386968367,10040.664144355072,10068.17788974204,5.289114768947702,12.176513671875,1.1195947590818614e-07,29.951999999999998
4005,46.162701,-122.182198,9819.626017724506,27.8966755018846,9840.374378173316,9868.2710536752,5.255736703112051,12.054443359375,1.0456746241899282e-07,29.712
4006,46.1609,-122.180397,9581.221543033891,31.888677945564268,9595.53512335373,9627.423801299294,4.36292196070634,5.4931640625,1.8588930492138256e-07,28.656000000000002
4007,46.159698,-122.178101,9390.407454579781,32.97924636394782,9405.141514833336,9438.120761197284,3.052485509488545,13.031005859375,2.733626668202605e-07,28.528000000000002
4009,46.1586,-122.173203,9141.134606295776,37.57227356351723,9153.298016586261,9190.870290149778,4.597184999914557,10.6201171875,3.877577230734555e-07,27.392
4010,46.157501,-122.170502,8956.350219211216,37.707533654720464,8969.224775847455,9006.932309502175,2.4973948301368982,5.79833984375,6.121106045012208e-08,26.336
4012,46.157501,-122.1642,8809.924754687107,37.13783607861296,8822.281134514471,8859.418970593084,1.755731850625246,5.340576171875,3.402332194514427e-08,27.232
4013,46.1567,-122.1623,8684.669415445418,36.79612328740768,8696.174243251273,8732.97036653868,2.403537278484203,12.3291015625,6.706827706197673e-07,26.072
4014,46.155102,-122.1614,8495.045134711343,37.501362147588225,8505.659863701749,8543.161225849337,2.7333305647368364,8.758544921875,1.900830556540199e-07,26.183999999999997
4015,46.153702,-122.158302,8284.684523907728,38.06591305960501,8294.146179341895,8332.2120924015,1.2941868794354505,5.37109375,9.236524177027931e-07,24.8
4016,46.1549,-122.154404,8348.645432516152,36.73090911141844,8358.679960298134,8395.410869409552,1.923075338676952,5.218505859375,5.299785475221486e-07,25.448
4017,46.1567,-122.152802,8521.44219428194,33.786025162497026,8532.611042435947,8566.397067598444,2.935121431522662,5.79833984375,1.1521784320002669e-07,25.728
4018,46.158798,-122.151497,8733.621313299758,33.35484391308091,8744.845961334853,8778.200805247934,2.393318332975572,5.43212890625,1.1365160313106369e-07,26.336000000000002
4019,46.161499,-122.149498,9006.415388317693,34.71732979978151,9018.079251884214,9052.796581683995,1.2301051529931302,6.072998046875,1.6682240876369696e-07,27.776
4020,46.163799,-122.147697,9241.135138606229,35.42333066572064,9254.475169903742,9289.898500569463,3.6163532148534627,10.92529296875,6.624365280258734e-08,28.072
4021,46.165501,-122.147797,9429.820955401321,32.49825263576895,9446.753766880174,9479.252019515943,3.199763515156733,5.859375,9.368635860389706e-08,28.944
4022,46.1665,-122.145599,9520.892059181699,33.76742586680302,9538.985938044512,9572.753363911315,3.814630629023497,5.79833984375,6.194151466829512e-08,28.752
4023,46.167702,-122.144096,9642.580723282184,35.935670000502796,9659.89037852893,9695.826048529432,2.569247859633903,5.584716796875,7.623279061469603e-08,29.672
4024,46.1698,-122.145599,9885.789223136579,42.95714966061132,9903.576534071955,9946.533683732567,3.280441689315964,5.584716796875,7.517001531098979e-08,29.304000000000002
4025,46.171101,-122.147797,10047.854303692744,35.78542779854797,10066.071186359732,10101.85661415828,1.7060555748453474,14.312744140625,2.997432827084216e-08,30.344
4026,46.1721,-122.149101,10170.151556793468,38.87854667785177,10187.289642338204,10226.168189016056,1.8891325032885335,10.68115234375,5.990035975147936e-08,30.992
4027,46.173401,-122.148598,10308.989887349779,35.75056950337785,10326.211044302558,10361.961613805935,2.9344162608758935,6.04248046875,5.971921633853233e-08,31.887999999999998
4028,46.1749,-122.148003,10469.197211860082,33.87302331610772,10487.121310874323,10520.99433419043,1.6647388134711902,5.950927734375,5.143091722441157e-08,29.912
4029,46.176102,-122.147797,10600.219132433303,33.43521936318757,10618.55769652301,10651.992915886198,2.574498401154461,15.472412109375,9.037678088710377e-08,32.0
4030,46.177601,-122.146103,10752.55520772924,33.88961194570584,10772.116105841576,10806.005717787282,2.4658592421547234,5.2490234375,7.46248646459477e-08,30.959999999999997
4031,46.179298,-122.147202,10948.63891845191,32.158523551699545,10969.870956731153,11002.029480282852,3.8992394499717697,6.04248046875,9.431935774855377e-08,33.08
4032,46.181801,-122.1464,11219.479558217325,33.3358112187434,11240.408047179466,11273.74385839821,2.5422804180276453,5.279541015625,1.8516348998590445e-07,33.104
4033,46.183601,-122.147499,11426.819510281028,33.738462906401764,11447.845611424724,11481.584074331126,2.626520677316339,5.706787109375,1.5116052181168102e-07,35.32
4034,46.1852,-122.147903,11606.784901797495,34.83613135995802,11627.23397811728,11662.070109477238,1.3437416037329706,15.533447265625,5.544359361084616e-07,35.256
4035,46.186699,-122.146698,11763.70985112207,34.08740214233512,11783.995219684588,11818.082621826923,1.8583983227122292,29.266357421875,1.0917345213117988e-06,36.279999999999994
4036,46.188301,-122.1465,11939.680980921314,33.967100985295474,11960.587883978795,11994.55498496409,2.208185845872243,4.8828125,2.5115573135252056e-07,36.792
4037,46.189499,-122.146301,12070.987216295705,34.73206658102208,12091.250290766968,12125.98235734799,3.1190029895327855,13.946533203125,1.5739567349078576e-07,35.832
4038,46.190399,-122.144997,12162.435724965733,35.92329311413414,12181.4599259213,12217.383219035433,2.5193288429684597,5.0048828125,7.771838029138076e-08,36.272000000000006
4039,46.191002,-122.143501,12220.900230049327,37.97010701182626,12237.967643011785,12275.937750023611,2.652070961198959,5.2490234375,5.790911697539409e-08,38.192
4040,46.192001,-122.142502,12326.759003664041,38.97964386912827,12343.177593303011,12382.15723717214,2.5001238233402074,5.828857421875,6.726120646987202e-08,37.2
4041,46.192501,-122.140099,12372.386917580627,41.87556631260304,12387.230562145562,12429.106128458165,1.6955928861369416,5.645751953125,5.365324903529719e-08,37.687999999999995
