station,lat,lon,dist_m,path_length_diff_m,direct_path_length,diffracted_path_length,sta_lta_amp,peak_freq,pre_shot_rms,arr_time
4001,46.166599,-122.189499,23676.861054132827,12.034687479401327,23676.07555492461,23688.11024240401,4.0662535373102795,11.077880859375,1.84139404964381e-07,70.84
4003,46.1665,-122.183998,24026.437090061,11.264297563644504,24024.22640942895,24035.490706992594,2.598594350151919,12.847900390625,1.704282140767096e-07,72.328
4004,46.1646,-122.182297,24023.38520343313,16.936472114273784,24019.78590877713,24036.722380891402,3.844626863612637,15.07568359375,9.74638841686933e-08,71.328
4005,46.162701,-122.182198,23917.786630284845,16.113568282125925,23913.373224631603,23929.48679291373,6.136177612338911,25.81787109375,3.471874906599942e-07,72.48
4006,46.1609,-122.180397,23931.53974246461,19.834902353388316,23925.324021136705,23945.158923490093,3.9487457463857107,17.913818359375,1.3549090784550827e-07,71.424
4007,46.159698,-122.178101,24014.663602365676,15.389920675301255,24008.410631412844,24023.800552088145,2.1890651486708452,14.7705078125,3.035969063004944e-07,72.0
4009,46.1586,-122.173203,24279.115369727348,16.869917646694375,24272.059484413458,24288.929402060152,2.3576308731068614,17.974853515625,4.3899795550474126e-07,73.064
4010,46.157501,-122.170502,24399.382879719542,13.776414660998853,24392.344493257493,24406.120907918492,2.059437621277921,5.828857421875,6.411780466550834e-08,72.664
4012,46.157501,-122.1642,24823.93658603822,12.192933565649582,24816.55679064466,24828.74972421031,3.4938309730673938,12.75634765625,3.921628663744049e-08,74.27199999999999
4013,46.1567,-122.1623,24909.551129248117,12.125038657766709,24901.92550427435,24914.050542932117,7.511967151767437,37.9638671875,2.0504935633383648e-07,74.792
4014,46.155102,-122.1614,24886.05944080199,12.378807405693806,24878.216554964794,24890.595362370488,4.167225844041012,38.330078125,3.7401263070204437e-07,73.52
4015,46.153702,-122.158302,25024.55079792358,13.038968070042756,25016.395936363933,25029.434904433976,2.711683602178596,12.26806640625,2.814028756673364e-07,75.08
4016,46.1549,-122.154404,25353.079535516372,11.05084169316251,25344.908689410127,25355.95953110329,4.453012494459489,16.90673828125,5.177334248210203e-07,76.064
4017,46.1567,-122.152802,25555.728456222838,10.97243804658865,25547.72679418772,25558.69923223431,3.1190919577557032,10.986328125,1.1438355255027685e-07,76.536
4018,46.158798,-122.151497,25754.34664056783,13.046452385264274,25746.348006226588,25759.394458611852,2.452660215695334,7.6904296875,9.671084588622529e-08,73.62400000000001
4019,46.161499,-122.149498,26033.07815122838,12.172466154097492,26025.147265534077,26037.319731688174,2.276218851967173,6.65283203125,1.0850499119509792e-07,78.056
4020,46.163799,-122.147697,26278.18129511887,11.047613214643206,26270.573199912396,26281.62081312704,3.1225881376589815,7.781982421875,7.163016098202674e-08,76.728
4021,46.165501,-122.147797,26363.6498414953,10.098044654409023,26356.86822312908,26366.96626778349,2.516189880398753,7.32421875,1.0427580740174558e-07,78.256
4022,46.1665,-122.145599,26566.04652684268,10.161422564891836,26559.476207257543,26569.637629822435,3.125822224856954,6.378173828125,6.640191930781668e-08,79.72
4023,46.167702,-122.144096,26732.809882712816,13.204265560980275,26726.054657984758,26739.258923545738,2.8772513201131633,9.918212890625,7.15128035255425e-08,79.39200000000001
4024,46.1698,-122.145599,26747.927267450377,20.356812185164017,26741.3939746719,26761.750786857065,2.3576713832598655,7.2021484375,8.865219945430678e-08,77.10400000000001
4025,46.171101,-122.147797,26674.311109361,18.542594248996465,26668.0241293957,26686.566723644697,3.6322228345353276,14.892578125,3.2972807722221823e-08,79.8
4026,46.1721,-122.149101,26644.361942426473,26.40739536003457,26637.895188069167,26664.302583429202,3.146820030534016,10.040283203125,6.573535883813874e-08,80.712
4027,46.173401,-122.148598,26752.043828985636,26.86651030386929,26745.63704328652,26772.503553590388,2.3675564567550995,6.256103515625,7.29848937148181e-08,80.184
4028,46.1749,-122.148003,26877.630678900645,24.84608343551008,26871.433012654597,26896.279096090107,2.18605368505107,16.937255859375,5.9337219611359805e-08,77.2
4029,46.176102,-122.147797,26960.866414112355,26.162840383538423,26954.810659038772,26980.97349942231,1.8777570082725081,19.073486328125,9.962339578955822e-08,77.80799999999999
4030,46.177601,-122.146103,27159.60225768887,21.620285948069068,27153.875009575506,27175.495295523575,1.9993646873523818,6.805419921875,8.267026916178673e-08,81.29599999999999
4031,46.179298,-122.147202,27187.269968746077,23.423836259276868,27182.112622564768,27205.536458824045,4.081430186328969,27.587890625,1.0571737050016342e-07,77.688
4032,46.181801,-122.1464,27388.409995946313,29.52387993342927,27383.241074164016,27412.764954097445,2.3066502446562485,10.467529296875,1.7019338612976872e-07,78.384
4033,46.183601,-122.147499,27425.36926654536,33.25917976168421,27420.369013423893,27453.628193185577,2.757345110999046,15.960693359375,1.4691309727641697e-07,82.88
4034,46.1852,-122.147903,27496.5056630596,44.0485703736922,27491.422258475297,27535.47082884899,2.173799550949678,12.908935546875,5.705946997650064e-07,82.136
4035,46.186699,-122.146698,27665.945826464653,45.6678042484491,27660.84934085382,27706.51714510227,3.6244905804312215,29.449462890625,1.0539844317766243e-06,81.152
4036,46.188301,-122.1465,27777.389270695112,48.669311339872365,27772.538989380097,27821.20830071997,2.5077025039245333,15.716552734375,2.5295875714280907e-07,84.03999999999999
4037,46.189499,-122.146301,27864.444594374618,55.18141501057107,27859.44482745045,27914.62624246102,3.1192734419634816,14.984130859375,1.678904484631491e-07,82.752
4038,46.190399,-122.144997,28003.865008982786,57.988431628094986,27998.480368550147,28056.46880017824,3.3788961756914366,16.937255859375,8.041956919608506e-08,82.72
