station,lat,lon,dist_m,path_length_diff_m,sta_lta_amp,pre_shot_rms
4185,46.1395,-122.198303,58505.448692300735,58.722118624405994,2.9444654729009945,3.3300629264430894e-07
4186,46.139801,-122.1959,58383.688360497945,54.733961587699014,2.0448533427543722,4.0948647895883513e-07
4187,46.139198,-122.195,58407.186552804684,49.79093694850599,6.535679740328231,2.4446259460668645e-06
4188,46.138,-122.194199,58492.0655787897,40.77187445482559,3.0105498523174745,1.1567118261653044e-06
4189,46.137901,-122.1931,58459.60110247688,38.77685901419318,4.367560830040345,2.143251680979016e-06
4190,46.137798,-122.191498,58408.472369541414,37.74838808272034,2.8417174653019255,1.3009749003129208e-06
4191,46.1376,-122.190201,58378.33354264066,40.91683385208307,4.910430530536781,1.442262726327389e-06
4192,46.1366,-122.189201,58437.32510500917,39.95770679163252,2.507675104279104,3.73806433355099e-07
4193,46.136398,-122.190903,58521.35974028609,40.572476685127185,9.522519101735003,2.1505172560680183e-06
4194,46.135899,-122.191299,58584.70406412396,41.046568545694754,9.707317156567246,1.886584078704526e-06
4195,46.135101,-122.191704,58677.347145348846,39.25316181650123,3.685975042283621,1.0976747837638122e-06
4200,46.1385,-122.195801,58505.27831258518,52.18917712552502,9.304365029864437,2.3111564275231682e-06
4201,46.1376,-122.195801,58592.08141755464,50.18255433986633,5.6172136275443645,7.096207562018428e-06
4202,46.136799,-122.195602,58661.744934759314,50.555043372114596,4.277334455455904,5.773299358767769e-07
4203,46.1357,-122.195801,58775.47053847004,48.72535130997858,2.4251588223124005,3.321473173145774e-07
4204,46.1348,-122.1959,58866.187089155486,47.32014438326587,6.3999143617394285,1.0863357647847976e-06
4205,46.1339,-122.192299,58816.234675728396,36.856033617928915,2.2398214820229705,4.242142635296338e-07
4206,46.134602,-122.191902,58733.18640436929,38.08727048829314,2.3887724001633983,2.2437594175667553e-06
4207,46.138802,-122.196899,58518.433004620754,54.981795103201875,2.8667345651257286,1.9878666834177092e-06
4208,46.133999,-122.196503,58966.61595269642,45.85685127903707,2.5381559491057026,7.218436939093156e-07
4209,46.131599,-122.196999,59217.524196289814,37.04557519483933,2.731801310088512,9.946696266954315e-07
4210,46.129799,-122.196198,59361.26911234731,35.08976454410731,2.961444967140311,1.3552601698723192e-06
4211,46.129299,-122.193398,59303.87540790232,34.48584873402433,4.7910206094200865,1.9766399887050567e-06
4212,46.1278,-122.1912,59366.941930924775,32.157697813127015,2.8362964719297787,1.1345578304039564e-06
4214,46.129101,-122.183899,58968.65504852279,44.1000970831592,5.382973537876903,2.061709031074819e-06
4215,46.130199,-122.181503,58773.0240363629,40.84194947623473,2.740665381937095,5.98989808228006e-07
4216,46.130299,-122.178398,58649.25494793665,27.061169497545052,3.260001002508917,1.5804664100069013e-06
4217,46.129101,-122.174103,58610.4423934886,22.048278667112754,4.92358219572986,1.067035708943063e-06
4218,46.131199,-122.169403,58234.698038438975,15.536854853256955,6.836375333431222,4.3558540696972605e-07
4219,46.174599,-122.219597,56053.39208562442,208.9626527584187,3.188673925880975,2.2647735620806993e-07
4220,46.172901,-122.222198,56321.65779371068,195.47492340880126,4.2412123015512035,1.192986347226892e-07
4221,46.171001,-122.223297,56544.59016151885,191.53421583880117,3.511973222961702,4.4258742298698546e-07
4222,46.171501,-122.227303,56669.73285928252,175.6222895630708,2.111174604626101,1.407292790203626e-06
4223,46.168701,-122.227898,56954.104148935156,206.35616172943264,2.584589454759281,1.3914284596469923e-06
4224,46.166698,-122.227997,57143.78578448342,206.4720865808631,4.22866950999874,3.0872250743145806e-07
4225,46.165401,-122.230598,57375.001275563605,198.4697576534454,2.322867971197072,4.4293993189329363e-07
4226,46.162601,-122.229698,57596.13011381131,218.94379164009297,4.016240018874474,2.0947901741209217e-07
4227,46.161999,-122.227402,57554.683464991416,230.37930938282807,5.12044731159024,4.549471741745928e-07
4228,46.160702,-122.227402,57675.353643639886,233.08274327481195,3.1419793200677253,1.8008062751894995e-06
4229,46.158298,-122.230301,58021.52714179295,226.65752380899357,6.822585240315097,5.504351388068929e-07
4230,46.156502,-122.232201,58268.92997872833,227.08722070657677,8.531923345265719,1.2010681111263147e-06
4231,46.154999,-122.233002,58442.62754965812,226.75518811834627,4.632597715572444,2.1867628618202737e-06
4232,46.153099,-122.233498,58640.46465524794,223.75716012610792,9.38544046169801,5.278522145863658e-06
4233,46.152,-122.233902,58759.88191545927,221.52282960832235,8.17641219164397,1.0878944887899403e-06
4234,46.1507,-122.2341,58889.40994243659,223.82270786358276,6.396601802420538,5.748645280696775e-07
4235,46.150002,-122.235703,59021.91386446145,218.82019735884387,6.36460326949551,4.2828309297453175e-07
4236,46.148499,-122.236198,59182.863993211584,218.46920894998766,8.219883095993847,2.3716884900741575e-07
4237,46.146599,-122.236,59351.87746028818,211.23736750421085,6.50068191974027,8.450212336751972e-07
4238,46.1441,-122.235001,59543.799406148086,200.67555022436136,4.6017386174114865,5.082463474487192e-07
4239,46.150501,-122.236702,59017.53626632261,212.70538674561976,3.637291312242384,1.127540913112408e-06
4240,46.1506,-122.239502,59126.770733345664,206.71871109232598,5.750234498334232,1.3733422913450518e-06
4241,46.152199,-122.241997,59084.55373104765,202.58694930788624,9.025888748837922,5.724788563859138e-06
4242,46.154099,-122.242798,58942.947628982416,197.91247723202105,8.890516039478266,1.9071201137294082e-06
4243,46.1558,-122.244499,58858.94563004863,186.13669093117642,6.2573058209298695,5.501995816709239e-07
4244,46.158199,-122.2463,58715.839296811435,166.75457147788984,5.8441682850412615,2.815409336727373e-06
4245,46.1605,-122.248001,58578.53873769525,137.03121372203168,4.117082593017918,2.7190378072652906e-07
4246,46.161499,-122.248901,58526.33454348048,124.88157571259217,3.9091419748504155,5.347256539733544e-07
4247,46.163898,-122.250504,58377.36961447246,114.08686399369617,1.9692315038086523,2.654334225389455e-07
4248,46.164902,-122.251503,58329.84693701657,105.75863532063522,5.374148749922804,4.733202810320516e-07
4249,46.165699,-122.252502,58301.44283732433,94.45032849267591,8.80460134196521,4.886304580586309e-07
4250,46.1665,-122.2537,58281.73938550833,81.64932126485655,7.861103701923346,3.533857015637437e-07
4251,46.1674,-122.253899,58208.81387023056,74.15368040322937,2.3489818526217725,3.034458273495372e-07
4252,46.165699,-122.255402,58430.22651700832,75.16545818784653,4.867178491822158,6.294434271265127e-07
4253,46.167301,-122.254997,58266.723489427764,68.05512969278061,7.301784798993348,5.315020895770181e-07
4254,46.1675,-122.255898,58288.87814252429,62.62773914822901,8.11011103985333,7.297764953572399e-07
4255,46.167599,-122.256798,58320.131023546484,59.03940727042209,2.1332183794214714,3.688992826730978e-07
4256,46.1679,-122.257599,58328.72689858667,54.707029920966306,4.000893341933219,4.0149132556695316e-07
4257,46.168098,-122.256104,58243.87385096367,59.83097760322562,9.26873515185,2.549037911513364e-06
4258,46.1684,-122.255302,58180.64968514654,61.41808338125702,6.907523418252771,4.3666854738654293e-07
4259,46.1689,-122.255501,58144.229799596564,58.68285772643139,3.9044630351325,2.728467007327287e-07
4260,46.167099,-122.256203,58338.86397142679,62.90834630002064,6.865071557887466,3.5378871174008575e-07
4261,46.1665,-122.256104,58388.7827043768,66.32484743560781,3.0534171725737673,6.043199695752345e-07
4262,46.166,-122.256203,58438.57362882553,68.77753651094827,2.2768523984087,2.5721753928828866e-07
4263,46.165501,-122.2565,58497.10808989128,70.17959336077183,6.186868921525263,3.1844216019267065e-07
4264,46.165901,-122.255302,58407.42614101358,74.64312334902206,2.619915999492349,2.946670407874817e-07
4265,46.165298,-122.255898,58488.729652532435,74.81865688500693,9.123946017242488,3.228306393253305e-07
4266,46.167599,-122.253304,58164.25469421507,76.6541522674961,2.949499597610834,4.1053665833223186e-07
4267,46.168098,-122.2528,58096.49412500716,76.6202495434336,2.242862224394541,3.654277123956863e-07
4268,46.1684,-122.252098,58037.82687089843,79.26696848725987,1.858842065646332,2.873696801306631e-07
4269,46.169399,-122.2547,58063.188079777254,59.71314264260582,3.345698055723067,2.494942240580795e-07
4270,46.1688,-122.251198,57961.462566528106,83.22914761522406,2.2738907492794387,3.335650434104568e-07
4271,46.168098,-122.258003,58328.914213962336,53.495565047669515,2.033768435196134,3.3458210273512515e-07
4272,46.164799,-122.257004,58583.299654681476,71.41828935539525,6.8458792601383,2.587224849272906e-07
4273,46.168499,-122.259003,58337.53820621375,49.797183169357595,2.7269215059281633,3.8053248401483085e-07
4274,46.142101,-122.120499,55473.450823812425,6.174313172014081,3.6695845156724074,2.4923920946979077e-06
4275,46.1446,-122.122803,55297.02013021297,5.659804352952051,2.670082199283042,2.288334585365644e-07
4276,46.145901,-122.127502,55321.84889777102,4.565703226093319,4.6859401157713165,1.3117099602765997e-06
4277,46.144901,-122.1315,55555.87604795146,5.196384650931577,2.274642235030315,9.743000499885353e-07
4278,46.1441,-122.1353,55764.25487806045,6.070744567994552,2.292290770257551,4.3055426645503533e-07
4279,46.143299,-122.138802,55963.34986613386,8.264206417341484,2.412541148962805,6.412035949930849e-07
4280,46.142101,-122.142601,56212.90654982485,12.756649589631706,8.437691006383565,2.1278250487008643e-06
4281,46.139801,-122.1437,56479.643642948606,10.995154806121718,3.3015080640443113,1.187770299528836e-06
4282,46.144199,-122.145103,56090.841506783465,13.20659157447517,2.489021535914984,1.3039372447511394e-06
4283,46.146301,-122.144302,55854.341380639096,7.857912624574965,3.199598659134427,7.24207950577427e-07
4284,46.1469,-122.146202,55861.244246471375,5.947555223101517,4.3262726388625135,2.280237487016335e-06
4285,46.148998,-122.146797,55674.3536262272,3.853763125036494,3.0150835981972417,9.964748412642114e-07
4286,46.149601,-122.149399,55706.59353608224,3.443886274784745,4.0856332193251,1.1641650275795934e-06
4287,46.149101,-122.151398,55826.9179133812,3.7292509061735473,5.306785777530132,8.785838528243713e-07
4288,46.148102,-122.153503,56000.43825209244,2.857079342029465,3.1242982446889043,2.1895746266304545e-06
4289,46.147999,-122.1567,56125.063983490174,5.020618315109459,2.424515907557509,2.055739459045996e-06
4290,46.150101,-122.154404,55835.74462491094,4.402958807178948,2.6384890662960823,1.3747448810378124e-06
4291,46.152199,-122.152,55542.99506308572,4.261465300216514,4.292743409913281,1.3184146024889616e-06
4292,46.153801,-122.150597,55334.974403754975,4.5858797336913995,4.632854693245819,1.8492390082237123e-06
4293,46.155899,-122.149002,55071.227866751644,5.322120921475289,1.992334986621064,5.21246828616406e-07
4294,46.157398,-122.146202,54823.47319898591,3.4985069014583132,3.2027070229088728,7.33765270262321e-07
4295,46.157101,-122.1436,54760.33344687506,3.319248073050403,8.723409043025603,1.812555714172521e-07
4296,46.1562,-122.140701,54747.22477218225,4.025686829612823,3.427581430017132,2.9125940715755467e-06
4297,46.151001,-122.145798,55440.99875953976,4.579507274640491,2.507555489658193,4.787009542066517e-07
4298,46.1516,-122.142303,55259.05544063828,7.486845398765581,2.3418276345775286,9.511156409889831e-07
4299,46.151299,-122.138702,55163.635681122716,10.338884432858322,2.5349421415031346,8.285019756023554e-07
4300,46.150299,-122.137199,55211.15785546368,8.20569641295151,3.4339936638826636,1.963050821460064e-06
4301,46.149502,-122.135696,55238.87813831283,6.99794658907922,5.033770070396572,1.0951154981014364e-06
4302,46.1492,-122.1343,55221.24618367116,6.497501784142514,3.0601855290225517,8.958565330446423e-07
4303,46.149101,-122.133301,55197.07838018886,5.765688363113441,2.4052690227196276,7.190975134704802e-07
4304,46.1488,-122.1325,55199.89968968273,5.214251325793157,4.3893937820483595,2.9766968078641025e-06
4305,46.148102,-122.131897,55249.17855906017,5.354696401285764,2.464582293577657,5.378084388484699e-07
4306,46.1474,-122.131401,55302.57299507345,5.047986445293645,2.4434776274291985,7.572565851504801e-07
4307,46.146801,-122.130898,55345.51244807707,4.909903812862467,3.8012998397655435,1.733206700638308e-06
4308,46.149502,-122.133102,55150.291266297034,5.754703929575044,2.310383507203006,1.1995418836199992e-06
4309,46.150299,-122.133598,55087.6959815714,6.500714305067959,2.7759004298070105,6.934738154634841e-07
4310,46.1511,-122.134598,55042.05844611497,6.799329247151036,4.589088848689211,1.096574288604775e-06
4311,46.151798,-122.135101,54989.80148840726,7.126518525161373,6.809669262959983,4.805486703016978e-06
4312,46.1525,-122.1353,54926.76785600028,7.273824694813811,4.860036030447837,1.3279785780709753e-06
4313,46.138199,-122.1716,57627.09324209725,21.876764911947248,9.639807809658347,1.5027813932833054e-06
4314,46.1408,-122.170303,57324.9784486987,20.779053222649964,2.42132171329777,1.3495739513723157e-06
