station,path_length_diff_m
4001,18.587524796665093
4003,17.574500737444396
4004,23.135450446499817
4005,22.73214884499248
4006,27.627145609536456
4007,21.52862176383678
4008,21.47696629341408
4009,21.86441934789218
4010,19.48313598079767
4012,18.941803554233047
4013,21.24553431898312
4014,21.503338943288327
4015,23.60179480048464
4016,22.443256350965385
4017,21.66467398473469
4018,22.999130357045942
4019,20.94573624183613
4020,19.559079702801682
4021,16.953854236424377
4022,17.166831094640656
4023,19.00511774460756
4024,24.272394871783035
4025,22.210123576631304
4026,31.04721811210038
4027,28.40603329041187
4028,27.351130311522866
4029,28.738816985787707
4030,23.49396795693974
4031,28.02116298779947
4032,36.07132308008295
4033,37.3081464621755
4034,44.34581616975993
4035,41.61655836209684
4036,41.88387460855665
4037,45.89304818024539
4038,47.51318897348392
4039,50.08399484032998
4040,50.59019232566061
4041,50.966441964235855
4042,46.39924896704906
4043,47.52802931668339
4044,51.45346310340756
4045,61.74693952621601
4046,67.44250264830407
4047,62.609460053507064
4048,57.04043908503445
4049,60.94614685227134
4050,67.86287199854632
4051,75.70895637651483
4052,84.52190635845545
4053,102.95408737671096
4054,114.92171427849826
4055,122.10571602094569
4056,135.78573007376326
4057,149.90202255374243
4058,177.67207948770738
4060,231.453250429724
4061,249.89534259768698
4062,260.80278767887285
4063,306.3518180049432
4064,293.1982887634549
4065,269.50784810827463
4067,264.2919853852509
4068,266.1285466085974
4069,265.9263016285731
4070,264.88281081959576
4071,262.4447048430666
4072,260.2174927987653
4073,252.55642344994703
4075,241.40988569685214
4076,240.43533558735726
4077,232.77789654292428
4078,235.54143432844285
4080,235.70619117964452
4081,223.81565715490797
4082,214.00071297000613
4083,212.6004775765614
4084,207.993121221185
4086,217.1089463491735
4093,72.51344060164774
4094,65.38232207038527
4095,65.20646550883612
4096,47.84317069926328
4097,45.346719752520585
4098,45.91765296016456
4100,35.29317527764215
4101,31.866702009265282
4102,34.8743875416767
4103,35.518041573654045
4104,34.32811849130667
4105,42.731905351087335
4106,31.54996655487048
4107,28.433266288284358
4108,26.452382484578266
4109,25.00154481206846
4110,24.69154558631999
4111,25.08030039590085
4112,25.847002306425566
4115,62.3519960959602
4116,55.351617365988204
4117,30.19336366213429
4118,26.285987443749036
4119,27.762904465920656
4120,22.37657981395023
4121,25.384364154913783
4122,19.305840896671725
4123,18.85759372719076
4124,18.053752666504806
4125,17.69704459167224
4126,18.129289886015613
4127,23.49351010132341
4128,18.85464480288283
4129,18.21274533633732
4130,19.2407048337991
4131,18.138276841860716
4132,18.60006126250846
4133,16.621202684722448
4134,15.880678075074684
4135,13.80110003833579
4136,12.140274651577784
4137,11.07323071474093
4138,10.620753919507479
4139,9.345392287961658
4140,8.250539176788152
4141,8.00222173396105
4150,12.898198728098578
4151,15.552778398994633
4152,15.92664123243594
4154,17.60483697516611
4155,17.781858114798524
4156,18.40449041642387
4157,18.832705697521305
4158,18.09054454058787
4159,15.520024234563607
4160,14.131597819427043
4161,14.15029493311522
4162,14.455108441641642
4163,15.173654528123734
4169,18.42334259278323
4170,17.473011513793608
4171,17.481425503952778
4172,18.713146015528764
4173,18.826177207136425
4174,19.570047315100965
4175,20.54423438222875
4176,24.057605027323007
4177,24.037962485439493
4178,26.85367387451697
4179,26.42590289229338
4180,28.59935483787922
4181,27.56043024965402
4182,23.405408176970013
4183,20.984999431795586
4184,20.553291594511393
4185,20.970684877829626
4186,20.850530583973523
4187,21.163507437802764
4188,21.65291177182189
4189,21.59117835480538
4190,22.440899346303922
4191,23.93011873609612
4192,24.597570784602794
4193,24.787387384858448
4194,29.269707629857294
4195,25.021494982438526
4200,22.132690542914133
4201,23.14978670003984
4202,23.724619585174878
4203,24.05244684016725
4204,24.745442415496655
4205,26.236704556360564
4206,25.401927142214845
4207,21.30573065180397
4208,25.180915999953868
4209,25.661694381955385
4210,27.197322604633882
4211,31.3736013003072
4212,29.973350156835295
4213,33.04041870450601
4214,33.61166956737907
4215,30.803591206191413
4216,30.20859606608792
4217,28.49948922794283
4218,28.052672826659546
4219,8.594903245693786
4220,9.180973595521209
4221,9.038165293351994
4222,10.571811580903159
4223,13.174185364423465
4224,13.093978170898481
4225,14.116195682681791
4226,14.693644730283268
4227,14.024511067696949
4228,14.277281747476081
4229,15.518090040233801
4230,17.1397500818166
4231,17.900855792544462
4232,16.87556009846594
4233,16.80581825959416
4234,17.189717644394477
4235,17.807299514472106
4236,17.88361024599908
4237,17.987977848562878
4238,53.07986399032416
4239,18.063226133659555
4240,21.36848172468308
4241,24.604014981363434
4242,27.197656941527384
4243,31.586235388340356
4244,33.72981639946738
4245,35.63939033254428
4246,35.23056955633001
4247,33.16367084264857
4248,32.679204975145694
4249,32.66186113927142
4250,32.924068556760176
4251,32.13400840379836
4252,33.209076747018116
4253,31.888574616255937
4254,31.91621294266406
4255,32.03745350658755
4256,32.61864221223914
4257,31.495437492161727
4258,31.342013567928007
4259,30.83677281603741
4260,32.109527993683514
4261,32.58683129451674
4262,32.82048215821487
4263,33.34266752669828
4264,33.05781634987579
4265,33.67821841935074
4266,32.287186466252024
4267,31.726285221329817
4268,31.339689431366423
4269,30.69754036139784
4270,31.069840525269683
4271,32.715298444796645
4272,33.94874270240143
4273,33.060547778564796
4274,29.20030853123899
4275,29.141152586329554
4276,25.846319067386503
4277,25.550992368342122
4278,25.69270680259433
4279,26.594206060195575
4280,30.860456559355953
4281,26.64048273152912
4282,33.69264647755335
4283,25.809928157412287
4284,25.90957342679212
4285,26.630961995064354
4286,25.266303688975313
4287,25.65835703607081
4288,24.43162651149032
4289,23.670016011232292
4290,23.30951336723774
4291,23.08488912015673
4292,23.564980013585227
4293,24.03074590172946
4294,23.458208611538794
4295,24.193178751054802
4296,25.37624307306214
4297,30.37338414333317
4298,28.834394367080677
4299,28.23457896992295
4300,26.86723063230238
4301,26.03402484268736
4302,25.93281130952346
4303,26.158473517851235
4304,26.59011852637741
4305,26.632778253097058
4306,25.917126722930334
4307,25.569415675370692
4308,25.915297832963915
4309,25.840397376223336
4310,26.253298119107058
4311,26.632692676261286
4312,26.894435279418758
4313,36.34890695999093
4314,35.36582871712926
4315,35.301386946734056
4316,32.14156370392084
4318,28.83494579338003
4319,26.900451925072048
4320,26.9727798078693
4321,27.397848380693176
4322,27.50880576281088
4323,27.943403187577132
4324,28.96223496530365
4325,29.401694824284277
4326,28.962809662962172
4327,28.659412748493196
4328,40.15901950693842
4329,39.524173592833904
4330,50.64822924031614
4331,37.73200836190699
4332,28.9812558573758
4333,28.55262218766802
4334,26.492445576042883
4335,23.844621720494615
4336,14.174678351591865
4337,12.4687146906399
4338,18.102518091460297
4339,26.70741818627357
4340,16.85155677833427
4341,17.655858264618473
4342,24.6937198269452
4343,24.646543902586927
4344,27.39849260788378
4345,25.811714977281554
4346,18.606539162885383
4347,14.545903639162134
4348,21.247221437582994
4349,25.273219514709126
4350,26.42259927373925
4351,25.590481822461697
4352,20.55430767393591
4353,19.148893451409094
4354,20.356609746776485
4355,23.864741734599193
4356,26.76694886926998
4357,27.873061342850633
4358,29.22144835146355
4359,29.720301059645863
4360,35.763012701195294
4361,33.86673722487831
4362,35.000060274665884
4363,36.35377410698493
4364,32.131462078797085
4365,28.198838064290612
4366,24.33516864230114
4367,21.846988369235987
4369,26.109420239058636
4372,24.854700359766866
4373,27.267552176832396
4374,28.78136911259753
4375,32.22002818174769
4376,33.48276845861437
4377,34.084202996558815
4378,32.601889904774
4379,35.01185976858869
4380,48.78908774930824
4381,34.5416073675824
4382,33.12646922992462
4383,31.62770764049492
4384,32.31926781798029
4386,34.588956458697794
4387,40.688846603596176
4388,35.699071141400054
4389,35.801793132472085
4390,31.33300600021903
4391,27.536704179212393
4392,24.796809727900836
4393,24.04359566506173
4394,36.837909491969185
4395,44.03797430288614
4396,51.899978266475955
4397,50.205542107705696
4399,20.550557600123284
4400,31.13111844170635
4401,24.733530095991227
4402,31.797223048906744
4403,37.6783621423383
4404,48.801439578532154
