station,path_length_diff_m
4521,129.25557463605583
4522,161.0425826892897
4523,119.94335750588652
4524,67.82375378921643
4525,84.74977307056179
4526,75.6770058325601
4527,67.74659131621956
4528,68.70675763179679
4529,55.74121258809464
4530,124.36036950838752
4531,103.92020920694631
4532,90.60547041885002
4533,80.40963776630451
4534,74.10366595692904
4535,65.59588322973286
4536,62.88651660607866
4537,65.31082790253276
4538,66.28057071760122
4539,68.91645491481904
4540,65.69926857371684
4543,68.19762760015874
4544,69.5833215981038
4545,70.70167028554715
4546,70.15093091618473
4547,70.28149495776597
4548,71.14098300420301
4549,68.15531545389604
4550,69.97443456249675
4551,70.11422750720158
4554,72.15130899783253
4555,74.06600105848702
4556,72.9930724520018
4557,77.12479896146397
4558,76.37363894154623
4559,63.82061903708018
4561,76.14385208378371
4562,80.09763123845914
4563,84.18922231967008
4564,91.35134070980712
4565,90.37131188012427
4566,96.29747105615752
4567,100.91155714133492
4568,102.51842414075509
4569,106.48175141090906
4570,101.44000782230069
4571,120.69347845228913
4572,118.55009044062172
4574,93.38392176213529
4576,87.35268242202437
4577,72.86262690125659
4578,69.80876715348859
4579,68.15651420702488
4580,71.9252682462502
4581,75.18198235939053
4582,81.28718131565256
4583,83.627828305398
4584,75.70047936890478
4585,71.48929471357042
4586,67.01293494172933
4587,63.146580938344414
4588,59.892514381088404
4589,48.442319110687095
4590,48.37854363526276
4591,48.96332529043502
4592,46.66455837425019
4593,45.404336771855014
4594,45.40544573016814
4595,41.862143458012724
4596,43.62390778938425
4597,44.25721323483231
4598,43.68892351440081
4599,41.089112243389536
4600,40.740504446115665
4601,40.77342717648207
4602,41.838300999061175
4603,25.19951162043799
4604,17.603524652738997
4605,17.418352783763112
4606,17.775123243063717
4607,16.93438331573634
4608,16.750338293986715
4609,16.89204944911762
4610,17.93984555586212
4611,20.393309800427232
4612,26.90264779577774
4613,22.518427618055284
4614,16.4369629007997
4615,19.793426305390312
4617,20.407186699125305
4623,33.56209486930311
4624,31.14393732056851
4625,42.16093101678416
4626,71.66642012798548
4631,29.29754096906254
4632,25.585065163955733
4633,24.53536319793784
4634,34.99380102834766
4635,44.377726748040004
4636,28.153495172247858
4637,28.581134272550116
4651,29.971882922827717
4652,28.652802887292637
4653,24.511135210290377
4654,22.545246368972585
4655,30.711728085756477
4656,30.95412344903889
4657,34.305637038305576
4658,52.90550407613773
4659,56.39067762773266
4660,43.1921349305303
4679,25.68254670773058
4680,28.672247246262486
4681,42.903118162465944
4682,40.22162976303571
4683,18.821533731001182
4684,13.781494672864937
4685,14.181753114906314
4686,14.005036236007072
4687,14.486816858167003
4689,13.824404716422578
4690,14.448666073141794
4691,14.791548066821633
4692,15.01963469454131
4693,16.27189870543407
4694,16.345860013538186
4695,20.10011263051092
4696,24.16120947670788
4697,29.72153352024725
4698,30.84398933733428
4699,30.09975858550206
4700,28.445245763683488
4701,26.935773804400014
4702,27.337351418380422
4703,22.39363868628243
4704,34.171697610339834
4705,22.518439455910993
4706,29.659777564047545
4707,15.625911306742637
4708,31.231114767282634
4709,35.55316464393945
4710,27.62539954856402
4711,25.93911352273426
4712,22.497519177361028
4713,17.948000001684704
4714,18.165592500441562
4715,18.36356900305327
4716,17.812789096142296
4717,17.209755603262238
4718,16.929144644871485
4719,16.947212863893583
4720,16.852838593498745
4721,17.708345298487984
4722,17.045346457169217
4723,16.715752096408323
4729,17.385001197348174
4730,16.462290220806608
4731,16.559310963522876
4732,17.59912332037493
4733,16.94063910965633
4734,17.154028032044152
4735,16.282323148250725
4736,16.182363741896552
4737,16.273367430723738
4738,16.314718402343715
4739,16.82864692304065
4740,18.26419895788422
4741,21.601931427583622
4742,22.169567352910235
4743,24.932297496045067
4745,21.02182611952594
4746,26.195237905969407
4747,25.001816100433643
4748,34.06446332712221
4749,41.19160472476142
4750,21.733646349555784
4751,15.678214223618852
4752,24.014472541843134
4753,16.304858553488884
4754,25.843116365784226
4755,33.92341833131286
4756,20.40837108984124
4757,17.941184719653393
4758,22.994855796929187
4759,17.589277669070725
4760,32.43120420701962
4761,16.558086023054784
4762,70.03293201019915
4763,39.767546787596075
4764,30.7782144073135
4765,29.328738146730757
4766,30.283552152570337
4767,35.39356341288658
4768,44.88116866418204
4769,43.263558458049374
4770,46.051471579376084
4771,42.42337382785263
4772,40.477297530414944
4773,35.61869474768173
4774,31.14727082056197
4775,23.04693424965444
4776,23.989043241956097
4777,25.621112926375645
4778,25.2668611207082
4779,26.552153567190544
4780,25.453456664748956
4781,25.757452481579094
4782,27.55225783955393
4783,26.351148785313853
4784,23.591290224150725
4785,23.866455063718604
4786,22.84916085954319
4787,26.484319248600514
4788,27.867855814220093
4789,25.73759576510929
4790,24.107391458168422
4791,22.16674341363978
4792,22.28324679675643
4793,21.89212062814113
4794,22.799379854797735
4795,23.57594085665187
4796,20.608515175637876
4797,22.117975556735473
4798,21.750405851282267
4799,20.83634010357855
4800,20.467244904124527
4801,20.09656532221561
4802,19.25636345539533
4803,19.133476224837068
4804,20.242373317974852
4805,20.21728656011328
4806,19.98507806818452
4807,19.518428179253533
4808,17.711994713699823
4809,17.668368041187932
4810,18.549440100166976
4811,18.427861751210003
4812,19.177218310658645
4813,19.2411785549084
4814,20.474885864343378
4815,21.68126053301239
4816,21.55071253317874
4817,25.313085556939768
4820,71.75200371683604
4821,79.41807783147306
4832,85.62714984177728
4833,58.16569555724709
4834,65.49194084831106
4835,65.64473900571465
4836,61.15405003469641
4837,59.611273387869005
4838,53.52263040877733
4839,54.67211967811818
4840,52.33675458579819
4847,76.59372461825478
4848,21.4920782216941
4849,21.906466520766116
4850,22.516600621751422
4851,24.766742061521654
4853,25.827608167846847
4854,55.92055499750131
4855,40.00035948212826
4856,40.529107739424944
4857,38.555111434618084
4858,34.53878125858682
4859,23.662940612510283
4860,25.159655591687624
4861,23.571883830694787
4862,23.7364376262085
4863,23.03500971665926
4864,23.69462294301229
4865,25.250164051230968
4866,22.940660180964187
4867,24.771978128794217
4869,22.684159779091715
4870,22.354114769161242
4871,21.882921977416117
4872,23.242141286804326
4873,21.54888038790523
4874,23.954112326176983
4875,22.058635775360017
4876,22.27559550681144
4881,23.425367267627735
4882,23.924063552718508
4883,28.35610758205803
4884,22.296183301787096
4885,22.84076216163885
4886,26.772710493329214
4887,27.80509992691077
4888,25.66323758787985
4889,23.8558546245622
4890,25.195138841219887
4891,24.379608182516677
4892,28.84739053649355
4893,41.9741523776338
4894,44.122232627807534
4895,26.42581407937905
4896,24.195011308520407
4897,23.753050976096347
4898,26.655013223935384
4899,35.424531728075635
4900,40.23007097423215
4901,31.417643930276427
4902,26.47888934560342
4903,20.73795446387976
4904,23.19907374695231
4905,32.996948616972986
4906,42.58433450479788
4907,33.64125878714367
4908,24.826649480719425
4909,24.458626136771272
4910,27.8952839673193
4911,32.15887662291607
4912,49.290263620025144
4913,37.60642983154867
4914,26.104575933957676
4915,18.235535833040558
4916,17.051706207930692
4917,17.066421866171368
4918,16.33830964936351
4919,16.76885671563832
4920,18.722506690199225
4921,20.073795082133074
4922,17.803099836475667
4923,18.21477866425994
4924,17.37816193973049
4925,16.664207914860526
4926,15.904366866021519
4927,16.516374953071136
4928,26.403887580800983
4929,29.170979759293914
4930,29.95197629314498
4931,28.995640151531006
4932,28.51335106676561
4933,27.14931868809981
4934,26.857855565345744
4935,26.555125957643213
4936,26.06131016841664
4937,25.18591140737408
4938,25.54388426094556
4939,25.50869030240483
4940,25.783769289932934
4941,26.011261379416283
4942,24.650890130790685
4943,24.686458854541343
4944,24.00548854463341
4945,23.103800636683445
4946,22.390847666007176
4947,22.078872211551243
4948,20.59968010648481
4949,19.81005860012101
4950,19.485972269319973
4951,18.490715514222757
4952,17.906163042636763
4953,18.30201970251619
4954,17.149075426021227
4955,18.27235994093462
4956,22.456868322580704
4957,18.80121110658365
4958,16.865715733109027
4959,25.114266219538877
4960,23.097494303228814
4961,20.699168946517602
4962,18.261543883443665
4963,17.35933037201903
4964,16.984383505710866
4965,16.14024077149952
4966,15.550619403209566
4967,14.99209828117273
4968,18.096102270261326
4969,17.007021271328995
4970,16.270190230750813
4971,16.949084915713684
4972,17.222054568714157
4973,17.678662347008867
4974,17.38672783493712
4975,20.383829129068545
4976,29.384606259449356
4977,17.66679565436789
4978,19.63700394141233
4979,27.943456417749985
4980,36.17029283336342
4981,37.472167733814786
4982,24.963648693945288
4983,29.00688325610463
4984,31.584798703534034
4985,34.72964158832747
4986,30.094733339549748
4987,31.574812904121245
4988,27.166228598491216
4989,32.111468338211125
4990,35.49735946637975
4991,25.659858353486015
4992,24.981299151063467
4993,26.90550327150413
4994,36.52785607360056
4995,30.810425538751588
4996,22.687029480966885
4997,18.412870193467825
4998,17.626830973522374
4999,23.701125069559566
5000,17.250874571403983
5001,17.35560032290232
5002,17.236457054048515
5003,30.71457809480944
5004,31.190359070671548
5005,34.28125204891785
5006,37.51425757371908
5007,32.47750962014197
5008,33.76454841768509
5010,62.601277532252425
5011,61.79167976761528
5012,66.06277084981048
5013,60.27728900531292
5014,59.99873351932183
5015,62.04148082157553
5016,59.78718288588061
5017,57.98370723156404
5018,56.728139122311404
5019,62.977834546349186
5020,45.54466786323246
5021,51.935446735257756
5022,53.68039231132116
5023,53.45508462927228
5024,45.43129063345168
